Identifiant station,Nom station,Station en fonctionnement,Capacité de la station,Nombre bornettes libres,Nombre total vélos disponibles,Vélos mécaniques disponibles,Vélos électriques disponibles,Borne de paiement disponible,Retour vélib possible,Actualisation de la donnée,Coordonnées géographiques,Nom communes équipées,Code INSEE communes équipées,Densite de la Station,hour
15054,Lecourbe - Jean Maridor,OUI,18,4,14,12,2,OUI,OUI,2025-03-13 05:59:11+00:00,"48.83796366147599, 2.2877392172813416",Paris,75056,0.7777777777777778,6
14008,Mouton Duvernet - Général Leclerc,OUI,27,21,6,1,5,OUI,OUI,2025-03-13 05:59:04+00:00,"48.831632518293, 2.3293121159077",Paris,75056,0.2222222222222222,6
15106,Grenelle - Violet,OUI,33,18,15,14,1,OUI,OUI,2025-03-13 06:00:30+00:00,"48.84993035512154, 2.294612042605877",Paris,75056,0.45454545454545453,6
13001,Port-Royal - Hôpital du Val-de-Grâce,OUI,18,9,9,4,5,OUI,OUI,2025-03-13 05:57:59+00:00,"48.837668272811, 2.3448138346607",Paris,75056,0.5,6
5124,Erasme - Ulm,OUI,22,19,3,0,3,OUI,OUI,2025-03-13 05:59:10+00:00,"48.84264375274712, 2.3445946723222733",Paris,75056,0.13636363636363635,6
8017,Rocher - Laborde,OUI,65,52,13,6,7,OUI,OUI,2025-03-13 06:00:17+00:00,"48.87590240712654, 2.322616316378116",Paris,75056,0.2,6
22406,Guy Môquet - Etienne Dolet,OUI,22,21,1,0,1,OUI,OUI,2025-03-13 05:56:04+00:00,"48.81527009991819, 2.298078276995073",Malakoff,92046,0.045454545454545456,6
14106,Marc Sangnier - Porte de Vanves,OUI,20,14,6,2,4,OUI,OUI,2025-03-13 05:59:51+00:00,"48.825218683556734, 2.3107116669416428",Paris,75056,0.3,6
31102,Boissière - Etienne Dolet,OUI,20,17,3,1,2,OUI,OUI,2025-03-13 05:54:47+00:00,"48.876111, 2.4677312",Montreuil,93048,0.15,6
18046,Etienne Jodelle - Saint Ouen,OUI,31,28,3,0,3,OUI,OUI,2025-03-13 06:00:04+00:00,"48.88794016394694, 2.326124420314341",Paris,75056,0.0967741935483871,6
2111,Chabanais - Petits Champs,OUI,29,21,8,3,5,OUI,OUI,2025-03-13 05:53:54+00:00,"48.86703740186721, 2.336716018617153",Paris,75056,0.27586206896551724,6
14012,Sibelle - Alésia,OUI,37,32,5,2,3,OUI,OUI,2025-03-13 06:00:57+00:00,"48.826701758539215, 2.3384983465075493",Paris,75056,0.13513513513513514,6
18022,Marcadet - Barbès,OUI,32,17,15,6,9,OUI,OUI,2025-03-13 05:59:12+00:00,"48.890451120965, 2.3490573929687",Paris,75056,0.46875,6
35010,Hoche - Jean Lolive,OUI,20,12,8,4,4,OUI,OUI,2025-03-13 05:59:01+00:00,"48.89110239200789, 2.402843534946442",Pantin,93055,0.4,6
8054,Bertie Albrecht - Hoche,OUI,32,27,5,1,4,OUI,OUI,2025-03-13 05:54:03+00:00,"48.87614039826388, 2.301303138307601",Paris,75056,0.15625,6
17203,Place de la Porte de Champeret,OUI,27,7,20,15,5,OUI,OUI,2025-03-13 05:59:04+00:00,"48.886062068226, 2.2917001576821",Paris,75056,0.7407407407407407,6
15109,Cevennes - Bergers,OUI,28,12,16,15,1,OUI,OUI,2025-03-13 05:57:54+00:00,"48.84240765130395, 2.281037718057633",Paris,75056,0.5714285714285714,6
42014,Place Marcel Cachin,OUI,31,5,26,20,6,OUI,OUI,2025-03-13 05:58:09+00:00,"48.81411442356866, 2.39090770483017",Ivry-sur-Seine,94041,0.8387096774193549,6
21209,Molière - République,OUI,30,23,7,4,3,OUI,OUI,2025-03-13 06:00:27+00:00,"48.81111581390707, 2.3145738624448158",Montrouge,92049,0.23333333333333334,6
14124,David Weill - Parc Montsouris,OUI,22,19,3,0,3,OUI,OUI,2025-03-13 06:01:01+00:00,"48.821092374256104, 2.333725690841675",Paris,75056,0.13636363636363635,6
21005,Hôtel de Ville de Boulogne Billancourt,OUI,25,12,13,8,5,OUI,OUI,2025-03-13 06:00:31+00:00,"48.83495885166784, 2.2416803240776066",Boulogne-Billancourt,92012,0.52,6
15133,Saint Lambert - Blomet,OUI,27,0,27,22,5,OUI,OUI,2025-03-13 06:00:58+00:00,"48.83659148147257, 2.2930556908249855",Paris,75056,1.0,6
10042,Enghien - Faubourg Poissonnière,OUI,32,15,17,15,2,OUI,OUI,2025-03-13 06:01:00+00:00,"48.872420063053, 2.3483952362828",Paris,75056,0.53125,6
44013,Edouard Tremblay - Julian Grimaux,OUI,30,22,8,2,6,OUI,OUI,2025-03-13 05:59:10+00:00,"48.781383825117, 2.3723508417606",Vitry-sur-Seine,94081,0.26666666666666666,6
4016,Lobau - Hôtel de Ville,OUI,60,20,40,35,5,OUI,OUI,2025-03-13 06:01:04+00:00,"48.8562118, 2.3532536",Paris,75056,0.6666666666666666,6
20131,Repos - Cimetière du Père Lachaise,OUI,33,27,6,6,0,OUI,OUI,2025-03-13 05:59:47+00:00,"48.859358523593, 2.3896131366845",Paris,75056,0.18181818181818182,6
8045,Place de la Reine Astrid,OUI,56,52,4,1,3,OUI,OUI,2025-03-13 06:00:56+00:00,"48.864920982538, 2.3025491823859",Paris,75056,0.07142857142857142,6
6025,Assas - Rennes,OUI,32,30,2,1,1,OUI,OUI,2025-03-13 05:53:58+00:00,"48.8492084999386, 2.32851454623001",Paris,75056,0.0625,6
15110,Place Robert Guillemard,OUI,22,10,12,10,2,OUI,OUI,2025-03-13 05:57:56+00:00,"48.836191728066666, 2.2811267160086417",Paris,75056,0.5454545454545454,6
15034,Lakanal - Commerce,OUI,48,4,44,39,5,OUI,OUI,2025-03-13 05:59:27+00:00,"48.84442462786544, 2.294059172272682",Paris,75056,0.9166666666666666,6
21006,Marcelin Berthelot,OUI,27,19,8,3,5,OUI,OUI,2025-03-13 05:59:58+00:00,"48.8415473058801, 2.233161628246308",Boulogne-Billancourt,92012,0.2962962962962963,6
48010,Karl Marx,OUI,16,3,13,4,9,OUI,OUI,2025-03-13 05:51:37+00:00,"48.784527937293184, 2.3646667979455587",Villejuif,94076,0.8125,6
42021,Raspail - Manufacture des Oeillets,OUI,30,5,25,22,3,OUI,OUI,2025-03-13 05:57:41+00:00,"48.8094458, 2.3903009",Ivry-sur-Seine,94041,0.8333333333333334,6
21015,Nationale - Place Jules Guesde,OUI,23,8,15,8,7,OUI,OUI,2025-03-13 05:59:43+00:00,"48.82753962462998, 2.2416052222251897",Boulogne-Billancourt,92012,0.6521739130434783,6
1119,Cossonnerie - Sébastopol,OUI,23,17,6,3,3,OUI,OUI,2025-03-13 06:00:40+00:00,"48.86132665908402, 2.349419631063938",Paris,75056,0.2608695652173913,6
44003,Gabriel Péri - Danielle Casanova,OUI,20,3,17,10,7,OUI,OUI,2025-03-13 06:00:27+00:00,"48.790114, 2.4025777",Vitry-sur-Seine,94081,0.85,6
35020,Marcelle - Thalie,OUI,20,19,1,0,1,OUI,OUI,2025-03-13 05:59:46+00:00,"48.8835462, 2.4137883",Pantin,93055,0.05,6
5028,Censier - Jardin des Plantes,OUI,28,6,22,19,3,OUI,OUI,2025-03-13 06:01:05+00:00,"48.84107178161383, 2.355475388467312",Paris,75056,0.7857142857142857,6
1020,Cambon - Rivoli,OUI,35,23,12,2,10,OUI,OUI,2025-03-13 05:59:25+00:00,"48.866143390992, 2.3251800647137",Paris,75056,0.34285714285714286,6
22203,Tertres - Fontaine,OUI,26,23,3,1,2,OUI,OUI,2025-03-13 05:57:52+00:00,"48.787553654715644, 2.306235730648041",Bagneux,92007,0.11538461538461539,6
25003,Henri Ste-Claire Déville - Paul Héroult,OUI,21,10,11,5,6,OUI,OUI,2025-03-13 06:00:31+00:00,"48.892663, 2.172411",Rueil-Malmaison,92063,0.5238095238095238,6
41202,Gare Rer de Fontenay sous Bois,OUI,57,46,11,4,7,OUI,OUI,2025-03-13 06:00:33+00:00,"48.8436279, 2.4630465",Fontenay-sous-Bois,94033,0.19298245614035087,6
20115,Louis Lumière - Porte de Bagnolet,OUI,20,18,2,0,2,OUI,OUI,2025-03-13 06:00:35+00:00,"48.86431136000005, 2.4105210229754443",Paris,75056,0.1,6
11039,Richard Lenoir - Jean-Pierre Timbaud,OUI,35,3,32,32,0,OUI,OUI,2025-03-13 06:00:35+00:00,"48.865804276686, 2.3693370749669",Paris,75056,0.9142857142857143,6
31003,Paris - Emile Zola,OUI,29,24,5,3,2,OUI,OUI,2025-03-13 05:59:14+00:00,"48.854898095789295, 2.4186685681343083",Montreuil,93048,0.1724137931034483,6
11026,Chemin Vert - Saint-Maur,OUI,44,23,21,20,1,OUI,OUI,2025-03-13 05:58:21+00:00,"48.86112461407359, 2.381299026310444",Paris,75056,0.4772727272727273,6
22402,Jean Jaurès - Salvador Allende,OUI,42,42,0,0,0,OUI,OUI,2025-03-13 05:58:49+00:00,"48.821475594736775, 2.3026576638221745",Malakoff,92046,0.0,6
32604,Square du Théâtre du Garde-Chasse,OUI,50,34,16,11,5,OUI,OUI,2025-03-13 06:00:28+00:00,"48.881287375060616, 2.420119643211365",Les Lilas,93045,0.32,6
9116,Victoire - Chaussée d'Antin,OUI,24,19,5,4,1,OUI,OUI,2025-03-13 05:56:55+00:00,"48.875065791004396, 2.3316738009452824",Paris,75056,0.20833333333333334,6
15021,Joseph Liouville - Croix Nivert,OUI,62,3,59,33,26,OUI,OUI,2025-03-13 05:59:22+00:00,"48.844835471244416, 2.297508493065834",Paris,75056,0.9516129032258065,6
11030,Oberkampf - République,OUI,21,12,9,7,2,OUI,OUI,2025-03-13 06:00:47+00:00,"48.86531608707, 2.37611478491",Paris,75056,0.42857142857142855,6
17105,Place Madeleine Daniélou,OUI,42,32,10,5,5,OUI,OUI,2025-03-13 05:58:33+00:00,"48.883498, 2.282015",Paris,75056,0.23809523809523808,6
17013,Legendre - Dulong,OUI,23,17,6,1,5,OUI,OUI,2025-03-13 05:58:47+00:00,"48.885325169402904, 2.316423766314984",Paris,75056,0.2608695652173913,6
9010,Rochechouart lamartine,OUI,24,14,10,10,0,OUI,OUI,2025-03-13 05:56:12+00:00,"48.876719895109, 2.344393021854",Paris,75056,0.4166666666666667,6
19024,Botzaris - Parc des Buttes Chaumont,OUI,20,17,3,0,3,OUI,OUI,2025-03-13 05:54:02+00:00,"48.877951, 2.381464",Paris,75056,0.15,6
16108,Sablons - Georges Mandel,OUI,38,36,2,1,1,OUI,OUI,2025-03-13 05:52:32+00:00,"48.863875, 2.28189",Paris,75056,0.05263157894736842,6
41601,Général De Gaulle - Alouette,OUI,23,12,11,3,8,OUI,OUI,2025-03-13 05:59:08+00:00,"48.839109, 2.4175664",Saint-Mandé,94067,0.4782608695652174,6
17125,Marie-Georges Picquart - Pereire,OUI,32,27,5,1,4,OUI,OUI,2025-03-13 05:58:26+00:00,"48.88863669349711, 2.3111706599593163",Paris,75056,0.15625,6
23006,Jules Guesde - Alsace,OUI,23,17,6,4,2,OUI,OUI,2025-03-13 06:00:41+00:00,"48.890566275506, 2.2950777411461",Levallois-Perret,92044,0.2608695652173913,6
16136,Théophile Gautier - François Millet,OUI,27,7,20,18,2,OUI,OUI,2025-03-13 06:00:32+00:00,"48.85034821320644, 2.273029983043671",Paris,75056,0.7407407407407407,6
15058,Place du Moulin de Javel,OUI,42,25,17,12,5,OUI,OUI,2025-03-13 05:57:42+00:00,"48.84021670922, 2.2716060653329",Paris,75056,0.40476190476190477,6
19032,Villette - Belleville,OUI,41,30,11,2,9,OUI,OUI,2025-03-13 05:59:45+00:00,"48.8726877314, 2.376461327076",Paris,75056,0.2682926829268293,6
18009,Jean-François Lépine - Stephenson,OUI,22,3,19,1,18,OUI,OUI,2025-03-13 05:58:53+00:00,"48.88611466796807, 2.356855627529275",Paris,75056,0.8636363636363636,6
21701,Larmeroux - Baudelaire,OUI,28,15,13,4,9,OUI,OUI,2025-03-13 06:00:43+00:00,"48.816939911292, 2.2809894804846",Vanves,92075,0.4642857142857143,6
11105,Parmentier - République,OUI,22,8,14,9,5,OUI,OUI,2025-03-13 05:57:50+00:00,"48.8644954, 2.3750124",Paris,75056,0.6363636363636364,6
16008,Galilée - Kléber,OUI,30,25,5,1,4,OUI,OUI,2025-03-13 05:51:28+00:00,"48.867411865714, 2.2907813801148",Paris,75056,0.16666666666666666,6
43005,Gare RER de Vincennes,OUI,47,0,47,13,34,OUI,OUI,2025-03-13 05:57:44+00:00,"48.847563015126106, 2.433383166790009",Vincennes,94080,1.0,6
11024,Mairie du 11ème,OUI,51,13,38,37,1,OUI,OUI,2025-03-13 05:58:34+00:00,"48.858925, 2.3789759",Paris,75056,0.7450980392156863,6
19022,Marché Secrétan,OUI,23,19,4,1,3,OUI,OUI,2025-03-13 05:57:52+00:00,"48.88125496379482, 2.373463287949562",Paris,75056,0.17391304347826086,6
22003,Beffroy,OUI,26,20,6,2,4,OUI,OUI,2025-03-13 05:59:57+00:00,"48.886591074488, 2.2613945603371",Neuilly-sur-Seine,92051,0.23076923076923078,6
21008,Victor Hugo - Galliéni,OUI,33,12,21,19,2,OUI,OUI,2025-03-13 05:58:44+00:00,"48.838020154411, 2.2460845112801",Boulogne-Billancourt,92012,0.6363636363636364,6
13050,Quai Panhard et Levassor,OUI,57,51,6,3,3,OUI,OUI,2025-03-13 05:56:15+00:00,"48.828374828097, 2.3842737458056",Paris,75056,0.10526315789473684,6
20134,Lieutenant Chauré - Etienne Marey,OUI,19,16,3,2,1,OUI,OUI,2025-03-13 05:58:41+00:00,"48.86746195408435, 2.405970990657807",Paris,75056,0.15789473684210525,6
22016,Charles de Gaulle - Sablonville,OUI,26,18,8,1,7,OUI,OUI,2025-03-13 05:58:12+00:00,"48.87991924860035, 2.2763770446181297",Neuilly-sur-Seine,92051,0.3076923076923077,6
24001,Arche - Léonard de Vinci,OUI,28,20,8,4,4,OUI,OUI,2025-03-13 06:00:42+00:00,"48.89790972494496, 2.2383723043644914",Courbevoie,92026,0.2857142857142857,6
14136,Auguste Cain - Jean Moulin,OUI,40,33,7,0,7,OUI,OUI,2025-03-13 05:59:58+00:00,"48.82577028927573, 2.3210415244102482",Paris,75056,0.175,6
10014,Marseille - Beaurepaire,OUI,48,13,35,31,4,OUI,OUI,2025-03-13 06:01:04+00:00,"48.871624306962985, 2.3639265082738348",Paris,75056,0.7291666666666666,6
32302,Chemin Vert - Fraternité,OUI,20,19,1,0,1,OUI,OUI,2025-03-13 05:56:26+00:00,"48.877141208359035, 2.4461565166711807",Romainville,93063,0.05,6
11035,Parmentier - Abel Rabaud,OUI,49,17,32,18,14,OUI,OUI,2025-03-13 05:59:40+00:00,"48.86921273836114, 2.371688821240712",Paris,75056,0.6530612244897959,6
42010,Mairie d'Ivry-sur-Seine,OUI,52,7,45,31,14,OUI,OUI,2025-03-13 05:58:30+00:00,"48.81057120969284, 2.3842826485633855",Ivry-sur-Seine,94041,0.8653846153846154,6
15046,Parc Georges Brassens - Brancion,OUI,28,12,16,3,13,OUI,OUI,2025-03-13 06:00:17+00:00,"48.83227829269761, 2.3022570088505745",Paris,75056,0.5714285714285714,6
46001,Place Paul Eluard,OUI,19,5,14,8,6,OUI,OUI,2025-03-13 05:54:40+00:00,"48.7672039733195, 2.4144977331161503",Choisy-le-Roi,94022,0.7368421052631579,6
16040,Exelmans - Michel-Ange,OUI,29,8,21,19,2,OUI,OUI,2025-03-13 06:00:41+00:00,"48.84309486651855, 2.2597770800669053",Paris,75056,0.7241379310344828,6
17028,Reims - Raymond Pitet,OUI,34,16,18,14,4,OUI,OUI,2025-03-13 05:54:38+00:00,"48.8888, 2.296319",Paris,75056,0.5294117647058824,6
22006,Pierret - Madrid,OUI,27,20,7,5,2,OUI,OUI,2025-03-13 05:55:42+00:00,"48.882976576876565, 2.260125767248034",Neuilly-sur-Seine,92051,0.25925925925925924,6
42302,Aristide Briand - Gare de Bagneux,OUI,20,17,3,0,3,OUI,OUI,2025-03-13 05:59:41+00:00,"48.79387269664978, 2.321148812770844",Cachan,94016,0.15,6
21301,Saint-Vincent - Verdun,OUI,33,0,33,22,11,OUI,OUI,2025-03-13 06:00:52+00:00,"48.819211549234495, 2.254007756710053",Issy-les-Moulineaux,92040,1.0,6
32003,Wilson - Métallurgie,OUI,28,18,10,3,7,OUI,OUI,2025-03-13 05:57:47+00:00,"48.909423010092326, 2.3584435880184174",Saint-Denis,93066,0.35714285714285715,6
19029,Seine - Flandre,OUI,19,12,7,5,2,OUI,OUI,2025-03-13 05:55:22+00:00,"48.886785741479684, 2.3746193200349808",Paris,75056,0.3684210526315789,6
21104,Madame de Sanzillon - Mozart,OUI,22,7,15,7,8,OUI,OUI,2025-03-13 06:00:01+00:00,"48.90379820774301, 2.3187401890754704",Clichy,92024,0.6818181818181818,6
9032,Mathurins - Auber,OUI,35,19,16,8,8,OUI,OUI,2025-03-13 06:00:01+00:00,"48.872988840744, 2.3294984212276",Paris,75056,0.45714285714285713,6
11042,Grand Prieuré - Crussol,OUI,45,5,40,38,2,OUI,OUI,2025-03-13 06:00:18+00:00,"48.864660627935, 2.3692265531829",Paris,75056,0.8888888888888888,6
19016,Hautpoul - Jean Jaurès,OUI,29,16,13,5,8,OUI,OUI,2025-03-13 05:56:50+00:00,"48.886393679436, 2.3865414544355",Paris,75056,0.4482758620689655,6
1013,Place du Palais Royal,OUI,65,42,23,22,1,OUI,OUI,2025-03-13 06:00:56+00:00,"48.862382970647, 2.3384822532535",Paris,75056,0.35384615384615387,6
32026,Leroy des Barres - Médiathèque,OUI,27,0,27,12,15,OUI,OUI,2025-03-13 06:00:12+00:00,"48.928253687082, 2.3681719727966",Saint-Denis,93066,1.0,6
8025,Miromesnil - La Boétie,OUI,32,22,10,3,7,OUI,OUI,2025-03-13 05:58:39+00:00,"48.873722412917, 2.3158480972052",Paris,75056,0.3125,6
9005,Square d'Anvers,OUI,31,26,5,0,5,OUI,OUI,2025-03-13 05:51:56+00:00,"48.882633484311, 2.3448844062122",Paris,75056,0.16129032258064516,6
7102,Mairie du 7ème,OUI,48,35,13,10,3,OUI,OUI,2025-03-13 05:56:23+00:00,"48.8577967, 2.3192664",Paris,75056,0.2708333333333333,6
20121,Boyer - Ménilmontant,OUI,18,17,1,0,1,OUI,OUI,2025-03-13 06:00:02+00:00,"48.868895162679, 2.3919824145635",Paris,75056,0.05555555555555555,6
13002,Arago - Glacière,OUI,26,5,21,18,3,OUI,OUI,2025-03-13 05:58:07+00:00,"48.83486054775774, 2.3445770524322067",Paris,75056,0.8076923076923077,6
42301,Gare Arcueil - Cachan,OUI,25,20,5,0,5,OUI,OUI,2025-03-13 05:54:46+00:00,"48.799824, 2.328171",Arcueil,94003,0.2,6
19013,Laumière - Petit,OUI,30,18,12,6,6,OUI,OUI,2025-03-13 06:01:05+00:00,"48.88467368538326, 2.380039058625698",Paris,75056,0.4,6
26013,Quai du docteur Dervaux,OUI,26,4,22,11,11,OUI,OUI,2025-03-13 06:00:49+00:00,"48.910482, 2.297998",Asnières-sur-Seine,92004,0.8461538461538461,6
42504,Gare RER de Gentilly,OUI,30,18,12,4,8,OUI,OUI,2025-03-13 05:59:38+00:00,"48.814280450380224, 2.3410347104072575",Gentilly,94037,0.4,6
42015,Place Jean Ferrat,OUI,23,18,5,1,4,OUI,OUI,2025-03-13 05:57:22+00:00,"48.8184945213025, 2.3744174838066106",Ivry-sur-Seine,94041,0.21739130434782608,6
20111,Villiers de l'Isle Adam - Pyrénées,OUI,20,16,4,0,4,OUI,OUI,2025-03-13 06:00:17+00:00,"48.867362, 2.396222",Paris,75056,0.2,6
31010,Stalingrad - Désiré Chevalier,OUI,41,37,4,0,4,OUI,OUI,2025-03-13 05:52:54+00:00,"48.85670169739857, 2.445072233676911",Montreuil,93048,0.0975609756097561,6
20043,Charonne - Avron,OUI,26,21,5,2,3,OUI,OUI,2025-03-13 05:51:58+00:00,"48.851602665222, 2.3984030470379",Paris,75056,0.19230769230769232,6
51004,Général Delambre - Prebuard,OUI,28,17,11,2,9,OUI,OUI,2025-03-13 05:52:00+00:00,"48.93870344444, 2.2234171606307",Argenteuil,95018,0.39285714285714285,6
32016,Place de la Porte de Paris,OUI,37,29,8,1,7,OUI,OUI,2025-03-13 05:58:36+00:00,"48.93009363207303, 2.3564037680625916",Saint-Denis,93066,0.21621621621621623,6
12009,Charenton - Diderot,OUI,18,7,11,9,2,OUI,OUI,2025-03-13 05:58:10+00:00,"48.846171461187, 2.3793068155646",Paris,75056,0.6111111111111112,6
15201,Place Amédée Gordini - Lefebvre,OUI,37,30,7,3,4,OUI,OUI,2025-03-13 05:52:52+00:00,"48.83061737745, 2.2920634208276",Paris,75056,0.1891891891891892,6
19125,Place de l'Édit de Nantes,OUI,25,12,13,4,9,OUI,OUI,2025-03-13 05:54:33+00:00,"48.88879, 2.3785",Paris,75056,0.52,6
19008,Flandre - Alphonse Karr,OUI,26,20,6,4,2,OUI,OUI,2025-03-13 05:58:40+00:00,"48.89465, 2.381868",Paris,75056,0.23076923076923078,6
14036,Boulard - Daguerre,OUI,43,43,0,0,0,OUI,OUI,2025-03-13 05:56:14+00:00,"48.83446472680611, 2.3293386027216907",Paris,75056,0.0,6
11004,Charonne - Faubourg Saint-Antoine,OUI,32,9,23,22,1,OUI,OUI,2025-03-13 05:59:39+00:00,"48.852191909696, 2.3740932717919",Paris,75056,0.71875,6
18201,Tristan Tzara -  Tchaïkovski,OUI,32,24,8,4,4,OUI,OUI,2025-03-13 05:54:05+00:00,"48.89490221746837, 2.3648490384221077",Paris,75056,0.25,6
19205,Simon Bolivar - Henri Turot,OUI,22,18,4,0,4,OUI,OUI,2025-03-13 06:00:30+00:00,"48.877475489801, 2.3739709492211",Paris,75056,0.18181818181818182,6
92008,Hôtel de Ville de Nanterre,OUI,35,17,18,11,7,OUI,OUI,2025-03-13 06:00:54+00:00,"48.892371898250424, 2.205548956990242",Nanterre,92050,0.5142857142857142,6
9021,Saint Georges - d'Aumale,OUI,22,17,5,2,3,OUI,OUI,2025-03-13 06:00:07+00:00,"48.87778639599673, 2.337429821491241",Paris,75056,0.22727272727272727,6
41402,Victor Hugo - Ecoles,OUI,23,7,16,8,8,OUI,OUI,2025-03-13 06:00:48+00:00,"48.80476007936134, 2.4180373930262093",Alfortville,94002,0.6956521739130435,6
23009,Anatole France - Louise Michel,OUI,47,29,18,15,3,OUI,OUI,2025-03-13 05:59:56+00:00,"48.88873214926474, 2.2881576418876652",Levallois-Perret,92044,0.3829787234042553,6
18012,Stephenson - Doudeauville,OUI,34,24,10,7,3,OUI,OUI,2025-03-13 05:56:30+00:00,"48.888537048944826, 2.3561610281467438",Paris,75056,0.29411764705882354,6
12027,Montgallet - Charenton,OUI,15,9,6,6,0,OUI,OUI,2025-03-13 06:00:58+00:00,"48.842647778701, 2.3861649278137",Paris,75056,0.4,6
5123,Saint-Germain - Thenard,OUI,29,23,6,4,2,OUI,OUI,2025-03-13 05:55:55+00:00,"48.850571, 2.3471015",Paris,75056,0.20689655172413793,6
42029,Stalingrad - Germaine Tailleferre,OUI,24,20,4,1,3,OUI,OUI,2025-03-13 05:58:33+00:00,"48.80257200481316, 2.3786691203713417",Ivry-sur-Seine,94041,0.16666666666666666,6
11036,Jules Ferry - Faubourg du Temple Paris,OUI,57,15,42,40,2,OUI,OUI,2025-03-13 06:00:23+00:00,"48.868397, 2.3678933",Paris,75056,0.7368421052631579,6
21313,Guynemer - Séverine,OUI,25,15,10,9,1,OUI,OUI,2025-03-13 06:00:57+00:00,"48.83091743371036, 2.2790706530213356",Issy-les-Moulineaux,92040,0.4,6
43003,Hôpital Bégin,OUI,26,26,0,0,0,NON,NON,2025-03-13 05:56:13+00:00,"48.84571672113, 2.4272462725639",Vincennes,94080,0.0,6
11007,Jean Macé - Faidherbe,OUI,59,32,27,16,11,OUI,OUI,2025-03-13 05:58:35+00:00,"48.85337548426, 2.3828620836139",Paris,75056,0.4576271186440678,6
8035,Bienfaisance - Place de Narvik,OUI,34,30,4,3,1,OUI,OUI,2025-03-13 05:57:04+00:00,"48.87660163459077, 2.3129771277308464",Paris,75056,0.11764705882352941,6
35018,Ancien Canal - Hélène Brion,OUI,23,18,5,0,5,OUI,OUI,2025-03-13 05:57:19+00:00,"48.89484799296163, 2.4188338592648506",Pantin,93055,0.21739130434782608,6
17102,Alfred Roll - Berthier,OUI,28,12,16,16,0,OUI,OUI,2025-03-13 06:00:23+00:00,"48.887808570529, 2.3000952981763",Paris,75056,0.5714285714285714,6
18110,Departement - Pajol,OUI,16,7,9,2,7,OUI,OUI,2025-03-13 05:59:45+00:00,"48.886674849730184, 2.3613611608743668",Paris,75056,0.5625,6
28001,Richard Wallace - Place du 8 Mai 1945,OUI,29,12,17,15,2,OUI,OUI,2025-03-13 05:59:47+00:00,"48.87866794788021, 2.2420343756675725",Puteaux,92062,0.5862068965517241,6
19005,Flandre - Riquet,OUI,19,12,7,5,2,OUI,OUI,2025-03-13 05:59:59+00:00,"48.888013281448, 2.3737595955229",Paris,75056,0.3684210526315789,6
26007,Square Gilbert Thomain,OUI,19,12,7,2,5,OUI,OUI,2025-03-13 05:59:27+00:00,"48.90717373809284, 2.2695400938391685",Asnières-sur-Seine,92004,0.3684210526315789,6
41606,Pasteur - Gambetta,OUI,18,9,9,1,8,OUI,OUI,2025-03-13 05:52:51+00:00,"48.84572797384512, 2.4236011505126953",Saint-Mandé,94067,0.5,6
16111,Faustin Hélie - Desbordes-Valmore,OUI,27,24,3,1,2,OUI,OUI,2025-03-13 06:00:21+00:00,"48.859403, 2.276522",Paris,75056,0.1111111111111111,6
17011,Fragonard - Porte de Clichy,OUI,54,17,37,32,5,OUI,OUI,2025-03-13 06:00:23+00:00,"48.894155633419, 2.3143893107772",Paris,75056,0.6851851851851852,6
15025,Dupleix - du Guesclin,OUI,46,5,41,37,4,OUI,OUI,2025-03-13 05:57:58+00:00,"48.85147910413369, 2.296709530055523",Paris,75056,0.8913043478260869,6
17045,Place des Ternes.,OUI,45,40,5,1,4,OUI,OUI,2025-03-13 06:00:28+00:00,"48.878438631226516, 2.297727763652802",Paris,75056,0.1111111111111111,6
10113,Parmentier - Hôpital Saint-Louis,OUI,38,27,11,9,2,OUI,OUI,2025-03-13 06:00:28+00:00,"48.871379874257, 2.3698963836667",Paris,75056,0.2894736842105263,6
33018,Edouard Poisson - Victor Hugo,OUI,26,6,20,7,13,OUI,OUI,2025-03-13 06:00:18+00:00,"48.91118557052621, 2.379864752692811",Aubervilliers,93001,0.7692307692307693,6
43402,Place de Verdun,OUI,40,19,21,17,4,OUI,OUI,2025-03-13 05:59:08+00:00,"48.8202823, 2.473775",Joinville-le-Pont,94042,0.525,6
6013,Jacques Callot - Mazarine,OUI,27,3,24,24,0,OUI,OUI,2025-03-13 06:00:38+00:00,"48.855280175332, 2.3375743255019",Paris,75056,0.8888888888888888,6
12013,Montgallet - Reuilly,OUI,14,1,13,8,5,OUI,OUI,2025-03-13 06:00:09+00:00,"48.844291, 2.3896481",Paris,75056,0.9285714285714286,6
8033,Commandant Rivière,OUI,40,31,9,3,6,OUI,OUI,2025-03-13 05:58:17+00:00,"48.872933, 2.309796",Paris,75056,0.225,6
21305,Place Jacques Madaule,OUI,24,4,20,19,1,OUI,OUI,2025-03-13 06:00:37+00:00,"48.823933787309, 2.2606918215752",Issy-les-Moulineaux,92040,0.8333333333333334,6
23001,Paul Vaillant Couturier - Chaptal,OUI,35,33,2,0,2,OUI,OUI,2025-03-13 05:56:17+00:00,"48.893479576183, 2.2775253653526",Levallois-Perret,92044,0.05714285714285714,6
